etab|x|y|annee|commune|secteur|acad|dep|nom_norme|ep|effectif_1er_cycle|ips_total|note_ecrit_dnb|ens_inf_35_ans
0490057W|377791.9|6701405.9|2014|49069|public|Nantes|49|COLLEGE GEORGES POMPIDOU|Hors EP|443|93.6|8.4|17.7
0490057W|377791.9|6701405.9|2015|49069|public|Nantes|49|COLLEGE GEORGES POMPIDOU|Hors EP|462|88.8|9.1|26.5
0490057W|377791.9|6701405.9|2016|49069|public|Nantes|49|COLLEGE GEORGES POMPIDOU|Hors EP|464|90.8|13.4|13.6
0490057W|377791.9|6701405.9|2017|49069|public|Nantes|49|COLLEGE GEORGES POMPIDOU|Hors EP|462|116.4|11.9|0
0490060Z|434518|6715721.3|2014|49007|public|Nantes|49|COLLEGE JEAN LURCAT|REP+|224|117.8|9.3|34
0490060Z|434518|6715721.3|2015|49007|public|Nantes|49|COLLEGE JEAN LURCAT|REP+|223|72.4|11.7|58.2
0490060Z|434518|6715721.3|2016|49007|public|Nantes|49|COLLEGE JEAN LURCAT|REP+|194|106.7|9.9|19.9
0490060Z|434518|6715721.3|2017|49007|public|Nantes|49|COLLEGE JEAN LURCAT|REP+|192|121|8.4|44
0490061A|431198.3|6714484.4|2014|49007|public|Nantes|49|COLLEGE AUGUSTE ET JEAN RENOIR|Hors EP|358|101.5|12.2|27.2
0490061A|431198.3|6714484.4|2015|49007|public|Nantes|49|COLLEGE AUGUSTE ET JEAN RENOIR|Hors EP|361|112.2|11|4.3
0490061A|431198.3|6714484.4|2016|49007|public|Nantes|49|COLLEGE AUGUSTE ET JEAN RENOIR|Hors EP|361|89.9|9.8|23.6
0490061A|431198.3|6714484.4|2017|49007|public|Nantes|49|COLLEGE AUGUSTE ET JEAN RENOIR|Hors EP|347|104.9|11.9|48.6
0490783K|431220.7|6711777.4|2014|49007|public|Nantes|49|COLLEGE JEAN MERMOZ|REP|381|111|11.3|47.2
0490783K|431220.7|6711777.4|2015|49007|public|Nantes|49|COLLEGE JEAN MERMOZ|REP|396|107.3|9.9|16.5
0490783K|431220.7|6711777.4|2016|49007|public|Nantes|49|COLLEGE JEAN MERMOZ|REP|397|97.7|9.1|13
0490783K|431220.7|6711777.4|2017|49007|public|Nantes|49|COLLEGE JEAN MERMOZ|REP|411|112.6|11.7|32.9
0490829K|405205.7|6669985.5|2014|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE JEANNE D ARC|Hors EP|530|117.8|9.9|10.7
0490829K|405205.7|6669985.5|2015|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE JEANNE D ARC|Hors EP|522|132.1|9.5|22.2
0490829K|405205.7|6669985.5|2016|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE JEANNE D ARC|Hors EP|535|96.3|9.7|27.3
0490829K|405205.7|6669985.5|2017|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE JEANNE D ARC|Hors EP|564|115.4|13.7|8.5
0490836T|465561.4|6689363.1|2014|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE ANNE|Hors EP|314|132.6|8.9|19.8
0490836T|465561.4|6689363.1|2015|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE ANNE|Hors EP|335|118.8|12.7|7.6
0490836T|465561.4|6689363.1|2016|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE ANNE|Hors EP|339|82.9|11.3|38.8
0490836T|465561.4|6689363.1|2017|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE ANNE|Hors EP|323|132.2|9.1|14.7
0490839W|467256.9|6688667.2|2014|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT ANDRE|Hors EP|326|98.9|10|12.9
0490839W|467256.9|6688667.2|2015|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT ANDRE|Hors EP|312|90.7|9|27.6
0490839W|467256.9|6688667.2|2016|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT ANDRE|Hors EP|321|150.5|9.6|25.6
0490839W|467256.9|6688667.2|2017|49328|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT ANDRE|Hors EP|315|130.4|14.3|27.2
0490842Z|387500.9|6667599.2|2014|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE MARIE|Hors EP|425|83.5|13.5|33.5
0490842Z|387500.9|6667599.2|2015|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE MARIE|Hors EP|411|119.9|10.5|17
0490842Z|387500.9|6667599.2|2016|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE MARIE|Hors EP|418|124.3|11.9|44.1
0490842Z|387500.9|6667599.2|2017|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE MARIE|Hors EP|428|102.4|12.4|10.9
0490843A|432154.4|6713810.8|2014|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE DE LA CATHEDRALE LA SALLE|Hors EP|404|64.7|11.5|34.4
0490843A|432154.4|6713810.8|2015|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE DE LA CATHEDRALE LA SALLE|Hors EP|388|113|9.9|10.9
0490843A|432154.4|6713810.8|2016|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE DE LA CATHEDRALE LA SALLE|Hors EP|380|100|8.8|14.2
0490843A|432154.4|6713810.8|2017|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE DE LA CATHEDRALE LA SALLE|Hors EP|364|116.8|11|28
0490844B|434157.4|6712437.5|2014|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT AUGUSTIN|Hors EP|755|101.4|11.4|27.3
0490844B|434157.4|6712437.5|2015|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT AUGUSTIN|Hors EP|774|134.7|11|22.1
0490844B|434157.4|6712437.5|2016|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT AUGUSTIN|Hors EP|797|120.3|12.1|52
0490844B|434157.4|6712437.5|2017|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT AUGUSTIN|Hors EP|789|97.6|13|26.5
0490845C|431548.3|6711799|2014|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE IMMACULEE CONCEPTION|Hors EP|200|121.4|8.6|30.1
0490845C|431548.3|6711799|2015|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE IMMACULEE CONCEPTION|Hors EP|217|80.5|10.4|9.5
0490845C|431548.3|6711799|2016|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE IMMACULEE CONCEPTION|Hors EP|243|115.1|10.7|39.6
0490845C|431548.3|6711799|2017|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE IMMACULEE CONCEPTION|Hors EP|256|89.1|11.1|15.7
0490849G|465881.7|6720474.6|2014|49018|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME|Hors EP|506|129.3|9.9|22.8
0490849G|465881.7|6720474.6|2015|49018|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME|Hors EP|478|92.1|12.7|25.9
0490849G|465881.7|6720474.6|2016|49018|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME|Hors EP|450|88|10.2|26.8
0490849G|465881.7|6720474.6|2017|49018|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME|Hors EP|438|122|11.4|22.1
0490851J|397532.2|6685135.2|2014|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE CHARLES DE FOUCAULD|Hors EP|766|121.3|13.5|25.4
0490851J|397532.2|6685135.2|2015|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE CHARLES DE FOUCAULD|Hors EP|772|79.8|11.6|12.6
0490851J|397532.2|6685135.2|2016|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE CHARLES DE FOUCAULD|Hors EP|760|114.5|10.6|13.8
0490851J|397532.2|6685135.2|2017|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE CHARLES DE FOUCAULD|Hors EP|758|94.8|10.9|29.4
0490853L|439593|6700686.9|2014|49050|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT VINCENT|Hors EP|491|105.9|10.5|18.9
0490853L|439593|6700686.9|2015|49050|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT VINCENT|Hors EP|510|101.1|9.2|17.5
0490853L|439593|6700686.9|2016|49050|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT VINCENT|Hors EP|536|89.5|13.1|21.7
0490853L|439593|6700686.9|2017|49050|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT VINCENT|Hors EP|519|106.4|12.5|17.5
0490854M|396298.9|6725360|2014|49054|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE EMILIE|Hors EP|315|99|10.5|20.5
0490854M|396298.9|6725360|2015|49054|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE EMILIE|Hors EP|319|105.5|11.7|21
0490854M|396298.9|6725360|2016|49054|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE EMILIE|Hors EP|324|111.4|9|17.4
0490854M|396298.9|6725360|2017|49054|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINTE EMILIE|Hors EP|340|77.9|10.5|38.1
0490856P|377867.5|6701564.9|2014|49069|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT BENOIT|Hors EP|517|103.1|16.2|6.8
0490856P|377867.5|6701564.9|2015|49069|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT BENOIT|Hors EP|510|100.5|9.3|13
0490856P|377867.5|6701564.9|2016|49069|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT BENOIT|Hors EP|521|91.7|9.5|5
0490856P|377867.5|6701564.9|2017|49069|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT BENOIT|Hors EP|538|99.6|9.1|38.6
0490857R|437752.9|6736950.4|2014|49080|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT FRANCOIS|Hors EP|482|123.5|8.2|29.9
0490857R|437752.9|6736950.4|2015|49080|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT FRANCOIS|Hors EP|513|82.1|13.3|11.4
0490857R|437752.9|6736950.4|2016|49080|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT FRANCOIS|Hors EP|507|140.1|10.2|27.2
0490857R|437752.9|6736950.4|2017|49080|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT FRANCOIS|Hors EP|512|85.2|12.4|9.7
0490858S|418141|6685748|2014|49092|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|618|112.1|7.9|32.8
0490858S|418141|6685748|2015|49092|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|637|75|10.4|31.7
0490858S|418141|6685748|2016|49092|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|644|83.1|11.3|40.9
0490858S|418141|6685748|2017|49092|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|669|83.2|11.4|15.6
0490860U|405934.2|6669943.2|2014|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|445|115.3|8.2|30.6
0490860U|405934.2|6669943.2|2015|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|455|104.4|10.7|38
0490860U|405934.2|6669943.2|2016|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|462|79.7|9.5|22.5
0490860U|405934.2|6669943.2|2017|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|472|100.2|10.3|33.3
0490862W|405105.2|6669463.4|2014|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME DU BRETONNAIS|Hors EP|630|102.7|10.3|0.8
0490862W|405105.2|6669463.4|2015|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME DU BRETONNAIS|Hors EP|635|101.4|11.4|0
0490862W|405105.2|6669463.4|2016|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME DU BRETONNAIS|Hors EP|643|94|9.3|50.1
0490862W|405105.2|6669463.4|2017|49099|privé sous contrat|Nantes|49|COLLEGE PRIVE NOTRE DAME DU BRETONNAIS|Hors EP|646|116.9|9.8|46.6
0490863X|452215.5|6681894.5|2014|49125|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|328|100|11.5|5.1
0490863X|452215.5|6681894.5|2015|49125|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|346|100.3|11.5|24.1
0490863X|452215.5|6681894.5|2016|49125|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|339|113.6|11.4|31.2
0490863X|452215.5|6681894.5|2017|49125|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|373|139.9|11.9|7.5
0490865Z|406827.9|6684666.2|2014|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT LOUIS|Hors EP|290|116.4|11.4|20.8
0490865Z|406827.9|6684666.2|2015|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT LOUIS|Hors EP|289|101.7|9.9|29.3
0490865Z|406827.9|6684666.2|2016|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT LOUIS|Hors EP|280|103.1|10|21.7
0490865Z|406827.9|6684666.2|2017|49023|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT LOUIS|Hors EP|285|112.4|12|26
0490866A|420978.6|6731979.6|2014|49176|privé sous contrat|Nantes|49|COLLEGE PRIVE FRANCOIS D ASSISE|Hors EP|272|124.3|10.8|27.9
0490866A|420978.6|6731979.6|2015|49176|privé sous contrat|Nantes|49|COLLEGE PRIVE FRANCOIS D ASSISE|Hors EP|277|114.2|9.5|35.6
0490866A|420978.6|6731979.6|2016|49176|privé sous contrat|Nantes|49|COLLEGE PRIVE FRANCOIS D ASSISE|Hors EP|286|93.9|8.7|5.2
0490866A|420978.6|6731979.6|2017|49176|privé sous contrat|Nantes|49|COLLEGE PRIVE FRANCOIS D ASSISE|Hors EP|341|132.7|10.4|41.5
0490867B|465303.1|6702062|2014|49180|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|456|90.9|9.2|16.9
0490867B|465303.1|6702062|2015|49180|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|478|118.9|9.8|19.6
0490867B|465303.1|6702062|2016|49180|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|482|95.2|9.9|27.8
0490867B|465303.1|6702062|2017|49180|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|490|106|12.9|23.7
0490868C|415500.5|6663108.6|2014|49192|privé sous contrat|Nantes|49|COLLEGE PRIVE PERE DANIEL BROTTIER|Hors EP|452|106.3|7.9|24.9
0490868C|415500.5|6663108.6|2015|49192|privé sous contrat|Nantes|49|COLLEGE PRIVE PERE DANIEL BROTTIER|Hors EP|468|86.6|11.7|41
0490868C|415500.5|6663108.6|2016|49192|privé sous contrat|Nantes|49|COLLEGE PRIVE PERE DANIEL BROTTIER|Hors EP|462|103.3|10.3|20.1
0490868C|415500.5|6663108.6|2017|49192|privé sous contrat|Nantes|49|COLLEGE PRIVE PERE DANIEL BROTTIER|Hors EP|465|102.2|8.1|0.4
0490869D|404915.9|6678449.6|2014|49193|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|248|90|9.5|10.9
0490869D|404915.9|6678449.6|2015|49193|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|258|95.4|10.8|23
0490869D|404915.9|6678449.6|2016|49193|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|268|89.1|10.4|25
0490869D|404915.9|6678449.6|2017|49193|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|307|122.2|10.2|23.2
0490871F|387271.3|6746714.3|2014|49248|privé sous contrat|Nantes|49|COLLEGE PRIVE LE SACRE COEUR|Hors EP|167|127.2|10.8|34.6
0490871F|387271.3|6746714.3|2015|49248|privé sous contrat|Nantes|49|COLLEGE PRIVE LE SACRE COEUR|Hors EP|173|83.3|10|21.8
0490871F|387271.3|6746714.3|2016|49248|privé sous contrat|Nantes|49|COLLEGE PRIVE LE SACRE COEUR|Hors EP|189|75.7|8.8|33.3
0490871F|387271.3|6746714.3|2017|49248|privé sous contrat|Nantes|49|COLLEGE PRIVE LE SACRE COEUR|Hors EP|188|112.6|11|31.6
0490873H|397215.3|6703439.8|2014|49244|privé sous contrat|Nantes|49|COLLEGE PRIVE JACQUES CATHELINEAU|Hors EP|353|90.2|10.6|30
0490873H|397215.3|6703439.8|2015|49244|privé sous contrat|Nantes|49|COLLEGE PRIVE JACQUES CATHELINEAU|Hors EP|360|104.2|10.8|18.1
0490873H|397215.3|6703439.8|2016|49244|privé sous contrat|Nantes|49|COLLEGE PRIVE JACQUES CATHELINEAU|Hors EP|369|80.8|9.6|38.3
0490873H|397215.3|6703439.8|2017|49244|privé sous contrat|Nantes|49|COLLEGE PRIVE JACQUES CATHELINEAU|Hors EP|367|108.5|7.6|23.3
0490874J|387380.8|6667686.9|2014|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BLOUIN|Hors EP|216|103.5|8.2|44.8
0490874J|387380.8|6667686.9|2015|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BLOUIN|Hors EP|206|111.9|9.7|24.4
0490874J|387380.8|6667686.9|2016|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BLOUIN|Hors EP|196|86.2|11.8|0
0490874J|387380.8|6667686.9|2017|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BLOUIN|Hors EP|212|97.1|10.7|11.1
0490875K|397448.8|6677125.5|2014|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BOSCO|Hors EP|595|108.6|12.9|22.2
0490875K|397448.8|6677125.5|2015|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BOSCO|Hors EP|609|96.5|11.7|29.5
0490875K|397448.8|6677125.5|2016|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BOSCO|Hors EP|624|97.1|11.8|39.5
0490875K|397448.8|6677125.5|2017|49301|privé sous contrat|Nantes|49|COLLEGE PRIVE JEAN BOSCO|Hors EP|663|127.3|13.7|26.5
0490876L|395358.8|6693151.3|2014|49218|privé sous contrat|Nantes|49|COLLEGE PRIVE FREDERIC OZANAM|Hors EP|484|88.4|9.9|13.2
0490876L|395358.8|6693151.3|2015|49218|privé sous contrat|Nantes|49|COLLEGE PRIVE FREDERIC OZANAM|Hors EP|504|75.8|9.8|14.4
0490876L|395358.8|6693151.3|2016|49218|privé sous contrat|Nantes|49|COLLEGE PRIVE FREDERIC OZANAM|Hors EP|499|81|13.1|42.4
0490876L|395358.8|6693151.3|2017|49218|privé sous contrat|Nantes|49|COLLEGE PRIVE FREDERIC OZANAM|Hors EP|523|104.5|11.2|16.5
0490878N|409978.8|6739296.6|2014|49331|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|637|112.2|11.2|20.3
0490878N|409978.8|6739296.6|2015|49331|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|656|102.9|11.8|39.3
0490878N|409978.8|6739296.6|2016|49331|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|659|124.7|10.6|43.6
0490878N|409978.8|6739296.6|2017|49331|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JOSEPH|Hors EP|712|116.7|10.2|47.7
0490879P|435438.3|6687981.4|2014|49345|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT PAUL|Hors EP|365|115.9|12.9|8.8
0490879P|435438.3|6687981.4|2015|49345|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT PAUL|Hors EP|385|131.8|10.2|34.5
0490879P|435438.3|6687981.4|2016|49345|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT PAUL|Hors EP|399|87.1|10.3|58.1
0490879P|435438.3|6687981.4|2017|49345|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT PAUL|Hors EP|401|110.5|11.6|0
0490881S|432008|6677928.9|2014|49373|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JEAN|Hors EP|379|88.9|10.9|0.9
0490881S|432008|6677928.9|2015|49373|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JEAN|Hors EP|338|96.7|12.5|30
0490881S|432008|6677928.9|2016|49373|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JEAN|Hors EP|325|124.4|10.8|8.2
0490881S|432008|6677928.9|2017|49373|privé sous contrat|Nantes|49|COLLEGE PRIVE SAINT JEAN|Hors EP|322|84.9|10|39.5
0490921K|429172.3|6714431.6|2014|49007|public|Nantes|49|COLLEGE FRANCOIS RABELAIS|Hors EP|608|127.6|8.8|10.1
0490921K|429172.3|6714431.6|2015|49007|public|Nantes|49|COLLEGE FRANCOIS RABELAIS|Hors EP|617|105.7|11.9|28.6
0490921K|429172.3|6714431.6|2016|49007|public|Nantes|49|COLLEGE FRANCOIS RABELAIS|Hors EP|635|125.4|13.5|31.1
0490921K|429172.3|6714431.6|2017|49007|public|Nantes|49|COLLEGE FRANCOIS RABELAIS|Hors EP|649|96.7|11.6|45.4
0490922L|456757.3|6709294.1|2014|49021|public|Nantes|49|COLLEGE MOLIERE|Hors EP|674|90|12.8|24.4
0490922L|456757.3|6709294.1|2015|49021|public|Nantes|49|COLLEGE MOLIERE|Hors EP|709|130|7.8|31.7
0490922L|456757.3|6709294.1|2016|49021|public|Nantes|49|COLLEGE MOLIERE|Hors EP|723|98.9|10.4|6.8
0490922L|456757.3|6709294.1|2017|49021|public|Nantes|49|COLLEGE MOLIERE|Hors EP|760|118.7|11|8
0490953V|434713.1|6712187.3|2014|49007|public|Nantes|49|COLLEGE FELIX LANDREAU|Hors EP|280|124|9.5|16.8
0490953V|434713.1|6712187.3|2015|49007|public|Nantes|49|COLLEGE FELIX LANDREAU|Hors EP|273|92.9|9.4|11.5
0490953V|434713.1|6712187.3|2016|49007|public|Nantes|49|COLLEGE FELIX LANDREAU|Hors EP|262|107.4|10.1|34.6
0490953V|434713.1|6712187.3|2017|49007|public|Nantes|49|COLLEGE FELIX LANDREAU|Hors EP|263|96|10.7|12.4
0490955X|414977.2|6700823.4|2014|49063|public|Nantes|49|COLLEGE SAINT EXUPERY|Hors EP|447|96.7|12|14.9
0490955X|414977.2|6700823.4|2015|49063|public|Nantes|49|COLLEGE SAINT EXUPERY|Hors EP|448|113|12.4|25.1
0490955X|414977.2|6700823.4|2016|49063|public|Nantes|49|COLLEGE SAINT EXUPERY|Hors EP|471|113.4|7.5|23.7
0490955X|414977.2|6700823.4|2017|49063|public|Nantes|49|COLLEGE SAINT EXUPERY|Hors EP|460|97.4|11|16.4
0490956Y|457287.8|6735165.8|2014|49127|public|Nantes|49|COLLEGE LES ROCHES|Hors EP|377|102.1|10.8|35.3
0490956Y|457287.8|6735165.8|2015|49127|public|Nantes|49|COLLEGE LES ROCHES|Hors EP|356|104.2|8|17
0490956Y|457287.8|6735165.8|2016|49127|public|Nantes|49|COLLEGE LES ROCHES|Hors EP|335|87.8|9.5|12.4
0490956Y|457287.8|6735165.8|2017|49127|public|Nantes|49|COLLEGE LES ROCHES|Hors EP|297|95.5|9.7|12.9
0490957Z|437508.1|6713733.1|2014|49267|public|Nantes|49|COLLEGE LA VENAISERIE|Hors EP|702|132.7|10.2|45.4
0490957Z|437508.1|6713733.1|2015|49267|public|Nantes|49|COLLEGE LA VENAISERIE|Hors EP|691|116.9|9.3|17.6
0490957Z|437508.1|6713733.1|2016|49267|public|Nantes|49|COLLEGE LA VENAISERIE|Hors EP|695|101|11.6|14.6
0490957Z|437508.1|6713733.1|2017|49267|public|Nantes|49|COLLEGE LA VENAISERIE|Hors EP|678|90.1|10.5|15.4
0490960C|467173|6691007.7|2014|49328|public|Nantes|49|COLLEGE HONORE DE BALZAC|Hors EP|444|90.1|13.5|23.4
0490960C|467173|6691007.7|2015|49328|public|Nantes|49|COLLEGE HONORE DE BALZAC|Hors EP|472|135|8.6|0
0490960C|467173|6691007.7|2016|49328|public|Nantes|49|COLLEGE HONORE DE BALZAC|Hors EP|481|79.6|13.3|27.6
0490960C|467173|6691007.7|2017|49328|public|Nantes|49|COLLEGE HONORE DE BALZAC|Hors EP|462|91.8|12.9|37.7
0490962E|408651.6|6739058.6|2014|49331|public|Nantes|49|COLLEGE GEORGES GIRONDE|Hors EP|558|115|13.1|34
0490962E|408651.6|6739058.6|2015|49331|public|Nantes|49|COLLEGE GEORGES GIRONDE|Hors EP|565|87.8|12.2|1.9
0490962E|408651.6|6739058.6|2016|49331|public|Nantes|49|COLLEGE GEORGES GIRONDE|Hors EP|585|101.5|11.3|23.3
0490962E|408651.6|6739058.6|2017|49331|public|Nantes|49|COLLEGE GEORGES GIRONDE|Hors EP|588|102.7|13.1|18.1
0491024X|447785|6724830.7|2014|49333|public|Nantes|49|COLLEGE VALLEE DU LOIR|Hors EP|714|103.9|11.6|12.5
0491024X|447785|6724830.7|2015|49333|public|Nantes|49|COLLEGE VALLEE DU LOIR|Hors EP|735|86.7|11.7|33.1
0491024X|447785|6724830.7|2016|49333|public|Nantes|49|COLLEGE VALLEE DU LOIR|Hors EP|770|106.5|11.8|24.5
0491024X|447785|6724830.7|2017|49333|public|Nantes|49|COLLEGE VALLEE DU LOIR|Hors EP|731|96.1|9.1|27.7
0491025Y|405290.8|6669918.9|2014|49099|public|Nantes|49|COLLEGE COLBERT|Hors EP|353|99.8|9.5|30.6
0491025Y|405290.8|6669918.9|2015|49099|public|Nantes|49|COLLEGE COLBERT|Hors EP|362|107.6|9.8|21.1
0491025Y|405290.8|6669918.9|2016|49099|public|Nantes|49|COLLEGE COLBERT|Hors EP|368|107.2|9|39
0491025Y|405290.8|6669918.9|2017|49099|public|Nantes|49|COLLEGE COLBERT|Hors EP|379|88.9|11.5|27.2
0491026Z|405676.6|6670244|2014|49099|public|Nantes|49|COLLEGE REPUBLIQUE|Hors EP|478|100.2|14.3|21.3
0491026Z|405676.6|6670244|2015|49099|public|Nantes|49|COLLEGE REPUBLIQUE|Hors EP|475|83.6|8.5|10.8
0491026Z|405676.6|6670244|2016|49099|public|Nantes|49|COLLEGE REPUBLIQUE|Hors EP|481|113.5|11.3|39
0491026Z|405676.6|6670244|2017|49099|public|Nantes|49|COLLEGE REPUBLIQUE|Hors EP|486|122.6|7.7|5
0491028B|434004|6713639.3|2014|49007|public|Nantes|49|COLLEGE MONTAIGNE|REP|290|82.5|9.8|26.3
0491028B|434004|6713639.3|2015|49007|public|Nantes|49|COLLEGE MONTAIGNE|REP|349|88.6|11.4|33.3
0491028B|434004|6713639.3|2016|49007|public|Nantes|49|COLLEGE MONTAIGNE|REP|374|126.9|10.1|36.2
0491028B|434004|6713639.3|2017|49007|public|Nantes|49|COLLEGE MONTAIGNE|REP|400|99|10.4|10.1
0491083L|433765.8|6712356.5|2014|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE LA MADELEINE LA RETRAITE|Hors EP|669|106.8|9.3|19
0491083L|433765.8|6712356.5|2015|49007|privé sous contrat|Nantes|49|COLLEGE PRIVE LA MADELEINE LA RETRAITE|Hors EP|681|94.2|9.6|9.7
